,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1984204000.0,802316000.0,1650991000.0,1517935000.0
Minority Interest,,,,
Net Income,1499706000.0,612809000.0,1278577000.0,1151703000.0
Selling General Administrative,923899000.0,779601000.0,876427000.0,819882000.0
Gross Profit,4283654000.0,3432096000.0,3376327000.0,3170488000.0
Ebit,2571386000.0,1948805000.0,1904209000.0,1818127000.0
Operating Income,2571386000.0,1948805000.0,1904209000.0,1818127000.0
Other Operating Expenses,166668000.0,125028000.0,119156000.0,103922000.0
Interest Expense,-732924000.0,-712886000.0,-491773000.0,-469620000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,484498000.0,189507000.0,372414000.0,362903000.0
Total Revenue,16540309000.0,8542242000.0,10164367000.0,12593196000.0
Total Operating Expenses,13968923000.0,6593437000.0,8260158000.0,10775069000.0
Cost Of Revenue,12256655000.0,5110146000.0,6788040000.0,9422708000.0
Total Other Income Expense Net,-587182000.0,-1146489000.0,-253218000.0,-300192000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1499706000.0,612809000.0,1278577000.0,1155032000.0
Net Income Applicable To Common Shares,1498606000.0,611709000.0,1277477000.0,1150603000.0
