,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,7713000000.0,4300000000.0,4848000000.0,4562000000.0
Minority Interest,,,,
Net Income,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Selling General Administrative,7726000000.0,5596000000.0,4984000000.0,4709000000.0
Gross Profit,17933000000.0,11338000000.0,10468000000.0,9890000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,8167000000.0,4723000000.0,4874000000.0,4562000000.0
Other Operating Expenses,876000000.0,415000000.0,261000000.0,313000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1858000000.0,1001000000.0,1144000000.0,1055000000.0
Total Revenue,18520000000.0,11691000000.0,10721000000.0,10132000000.0
Total Operating Expenses,10353000000.0,6968000000.0,5847000000.0,5570000000.0
Cost Of Revenue,587000000.0,353000000.0,253000000.0,242000000.0
Total Other Income Expense Net,-454000000.0,-423000000.0,-26000000.0,0.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Net Income Applicable To Common Shares,5360000000.0,3043000000.0,3526000000.0,3329000000.0
