,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,762823000.0,624099000.0,525929000.0,462462000.0
Minority Interest,,,,
Net Income,587104000.0,480483000.0,398514000.0,344255000.0
Selling General Administrative,,,,
Gross Profit,1413388000.0,1174187000.0,1078226000.0,940943000.0
Ebit,857545000.0,673415000.0,572422000.0,499447000.0
Operating Income,857545000.0,673415000.0,572422000.0,499447000.0
Other Operating Expenses,402941000.0,365973000.0,377089000.0,332118000.0
Interest Expense,-64981000.0,-58973000.0,-63660000.0,-40580000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,175719000.0,143616000.0,127415000.0,118207000.0
Total Revenue,3050299000.0,2610564000.0,2386391000.0,2009857000.0
Total Operating Expenses,2192754000.0,1937149000.0,1813969000.0,1510410000.0
Cost Of Revenue,1636911000.0,1436377000.0,1308165000.0,1068914000.0
Total Other Income Expense Net,-94722000.0,-49316000.0,-46493000.0,-36985000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,587104000.0,480483000.0,398514000.0,344255000.0
Net Income Applicable To Common Shares,587104000.0,480483000.0,398514000.0,344255000.0
