,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,585000000.0,557000000.0,626000000.0,560000000.0
Minority Interest,,200000000.0,200000000.0,200000000.0
Net Income,659000000.0,614000000.0,557000000.0,512000000.0
Selling General Administrative,9000000.0,24000000.0,32000000.0,17000000.0
Gross Profit,1556000000.0,1463000000.0,1456000000.0,1305000000.0
Ebit,786000000.0,716000000.0,746000000.0,677000000.0
Operating Income,786000000.0,716000000.0,746000000.0,677000000.0
Other Operating Expenses,104000000.0,108000000.0,111000000.0,104000000.0
Interest Expense,-292000000.0,-285000000.0,-283000000.0,-257000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-74000000.0,-57000000.0,69000000.0,48000000.0
Total Revenue,3669000000.0,3416000000.0,3648000000.0,3534000000.0
Total Operating Expenses,2883000000.0,2700000000.0,2902000000.0,2857000000.0
Cost Of Revenue,2113000000.0,1953000000.0,2192000000.0,2229000000.0
Total Other Income Expense Net,-201000000.0,-159000000.0,-120000000.0,-117000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,659000000.0,614000000.0,557000000.0,512000000.0
Net Income Applicable To Common Shares,659000000.0,614000000.0,557000000.0,512000000.0
