,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,903100000.0,760700000.0,752700000.0,622200000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1702000000.0,916700000.0,1166500000.0,761400000.0
Minority Interest,,,,
Net Income,1503100000.0,823400000.0,1046900000.0,722200000.0
Selling General Administrative,1494000000.0,1228800000.0,1242400000.0,1088400000.0
Gross Profit,3983600000.0,3305700000.0,3233600000.0,2783400000.0
Ebit,1586500000.0,1316200000.0,1238500000.0,1072800000.0
Operating Income,1586500000.0,1316200000.0,1238500000.0,1072800000.0
Other Operating Expenses,,,,
Interest Expense,-18400000.0,-15800000.0,-20700000.0,-29900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,198900000.0,93300000.0,119600000.0,39200000.0
Total Revenue,5232500000.0,4386300000.0,4348000000.0,3722800000.0
Total Operating Expenses,3646000000.0,3070100000.0,3109500000.0,2650000000.0
Cost Of Revenue,1248900000.0,1080600000.0,1114400000.0,939400000.0
Total Other Income Expense Net,115500000.0,-399500000.0,-72000000.0,-311400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1503100000.0,823400000.0,1046900000.0,722200000.0
Net Income Applicable To Common Shares,1503100000.0,823400000.0,1046900000.0,722200000.0
