,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,5363000000.0,4873000000.0,4055000000.0,3920000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,8278000000.0,1669000000.0,5160000000.0,7799000000.0
Minority Interest,-5000000.0,19000000.0,125000000.0,147000000.0
Net Income,6225000000.0,123000000.0,5386000000.0,5455000000.0
Selling General Administrative,5246000000.0,4908000000.0,4381000000.0,4056000000.0
Gross Profit,21779000000.0,20998000000.0,17774000000.0,17274000000.0
Ebit,11170000000.0,11217000000.0,9338000000.0,9298000000.0
Operating Income,11170000000.0,11217000000.0,9338000000.0,9298000000.0
Other Operating Expenses,,,,
Interest Expense,-1001000000.0,-984000000.0,-995000000.0,-1077000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2077000000.0,1580000000.0,-204000000.0,2339000000.0
Total Revenue,27305000000.0,24689000000.0,22449000000.0,22127000000.0
Total Operating Expenses,16135000000.0,13472000000.0,13111000000.0,12829000000.0
Cost Of Revenue,5526000000.0,3691000000.0,4675000000.0,4853000000.0
Total Other Income Expense Net,-2892000000.0,-9548000000.0,-4178000000.0,-1499000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,6201000000.0,89000000.0,5364000000.0,5460000000.0
Net Income Applicable To Common Shares,6225000000.0,123000000.0,5386000000.0,5455000000.0
