,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3517000000.0,1797000000.0,3202000000.0,2765000000.0
Minority Interest,,,,
Net Income,2770000000.0,1427000000.0,2512000000.0,2193000000.0
Selling General Administrative,3568000000.0,3528000000.0,3448000000.0,2962000000.0
Gross Profit,8297000000.0,6552000000.0,7893000000.0,6772000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,3552000000.0,1842000000.0,3248000000.0,2814000000.0
Other Operating Expenses,1177000000.0,1182000000.0,1197000000.0,996000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,747000000.0,370000000.0,690000000.0,572000000.0
Total Revenue,8297000000.0,6552000000.0,7893000000.0,6772000000.0
Total Operating Expenses,4745000000.0,4710000000.0,4645000000.0,3958000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-35000000.0,-45000000.0,-46000000.0,-49000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2770000000.0,1427000000.0,2512000000.0,2193000000.0
Net Income Applicable To Common Shares,2652000000.0,1317000000.0,2398000000.0,2095000000.0
