,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,4208000000.0,2793000000.0,2439000000.0,2244000000.0
Minority Interest,213000000.0,156000000.0,150000000.0,73000000.0
Net Income,3143000000.0,2016000000.0,1742000000.0,1650000000.0
Selling General Administrative,,,,
Gross Profit,8710000000.0,7434000000.0,7183000000.0,6560000000.0
Ebit,4752000000.0,3663000000.0,2942000000.0,2983000000.0
Operating Income,4752000000.0,3663000000.0,2942000000.0,2983000000.0
Other Operating Expenses,3958000000.0,3771000000.0,4241000000.0,3577000000.0
Interest Expense,-444000000.0,-515000000.0,-524000000.0,-290000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1034000000.0,747000000.0,666000000.0,574000000.0
Total Revenue,19820000000.0,17224000000.0,16652000000.0,14950000000.0
Total Operating Expenses,15068000000.0,13561000000.0,13710000000.0,11967000000.0
Cost Of Revenue,11110000000.0,9790000000.0,9469000000.0,8390000000.0
Total Other Income Expense Net,-544000000.0,-870000000.0,-503000000.0,-739000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3174000000.0,2046000000.0,1773000000.0,1670000000.0
Net Income Applicable To Common Shares,3143000000.0,2016000000.0,1742000000.0,1650000000.0
