,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,756100000.0,660400000.0,501400000.0,571200000.0
Minority Interest,,,,9400000.0
Net Income,529000000.0,468200000.0,374900000.0,426500000.0
Selling General Administrative,470800000.0,364200000.0,336400000.0,369500000.0
Gross Profit,1476100000.0,1254300000.0,1136900000.0,1216900000.0
Ebit,818800000.0,714100000.0,609100000.0,629400000.0
Operating Income,818800000.0,714100000.0,609100000.0,629400000.0
Other Operating Expenses,19100000.0,17500000.0,14800000.0,14000000.0
Interest Expense,-48000000.0,-38700000.0,-37800000.0,-40500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,227100000.0,192200000.0,130600000.0,146000000.0
Total Revenue,3494800000.0,3427100000.0,2496100000.0,2768800000.0
Total Operating Expenses,2676000000.0,2713000000.0,1887000000.0,2139400000.0
Cost Of Revenue,2018700000.0,2172800000.0,1359200000.0,1551900000.0
Total Other Income Expense Net,-62700000.0,-53700000.0,-107700000.0,-58200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,529000000.0,468200000.0,370800000.0,425200000.0
Net Income Applicable To Common Shares,527300000.0,467000000.0,372700000.0,422100000.0
