,2021-10-01,2020-10-02,2019-09-27,2018-09-28
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,695602000.0,441203000.0,350959000.0,330981000.0
Minority Interest,692518000.0,39955000.0,53967000.0,90009000.0
Net Income,477030000.0,491845000.0,847979000.0,163431000.0
Selling General Administrative,2035066000.0,1719484000.0,1758922000.0,1523567000.0
Gross Profit,3133166000.0,2588981000.0,2520793000.0,2162437000.0
Ebit,1098100000.0,869497000.0,761871000.0,638870000.0
Operating Income,1098100000.0,869497000.0,761871000.0,638870000.0
Other Operating Expenses,,,,
Interest Expense,-72714000.0,-62206000.0,-83867000.0,-76760000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,274781000.0,55320000.0,36954000.0,325632000.0
Total Revenue,14092632000.0,13566975000.0,12737868000.0,10579773000.0
Total Operating Expenses,12994532000.0,12697478000.0,11975997000.0,9940903000.0
Cost Of Revenue,10959466000.0,10977994000.0,10217075000.0,8417336000.0
Total Other Income Expense Net,-402498000.0,-428294000.0,-410912000.0,-307889000.0
Discontinued Operations,10008000.0,137984000.0,557019000.0,167616000.0
Net Income From Continuing Ops,420821000.0,385883000.0,314005000.0,5349000.0
Net Income Applicable To Common Shares,419723000.0,491745000.0,846769000.0,162623000.0
