,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,501600000.0,-45400000.0,110200000.0,349500000.0
Minority Interest,69700000.0,69800000.0,69800000.0,69800000.0
Net Income,562500000.0,-33300000.0,159100000.0,269400000.0
Selling General Administrative,1028000000.0,789300000.0,409600000.0,437900000.0
Gross Profit,1988500000.0,1404900000.0,778300000.0,1012500000.0
Ebit,622400000.0,274400000.0,260300000.0,449700000.0
Operating Income,622400000.0,274400000.0,260300000.0,449700000.0
Other Operating Expenses,5200000.0,6100000.0,3100000.0,-900000.0
Interest Expense,-87700000.0,-111100000.0,-88400000.0,-99600000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-21800000.0,11400000.0,12900000.0,80100000.0
Total Revenue,5152400000.0,3973200000.0,2017500000.0,2689800000.0
Total Operating Expenses,4530000000.0,3698800000.0,1757200000.0,2240100000.0
Cost Of Revenue,3163900000.0,2568300000.0,1239200000.0,1677300000.0
Total Other Income Expense Net,-120800000.0,-319800000.0,-150100000.0,-100200000.0
Discontinued Operations,41600000.0,24400000.0,61800000.0,61800000.0
Net Income From Continuing Ops,523400000.0,-56800000.0,97300000.0,269400000.0
Net Income Applicable To Common Shares,562500000.0,-33300000.0,159100000.0,269400000.0
