,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1422067000.0,890007000.0,758745000.0,678960000.0
Minority Interest,38917000.0,39659000.0,63781000.0,56454000.0
Net Income,1090873000.0,638423000.0,541260000.0,480118000.0
Selling General Administrative,3584487000.0,3324249000.0,3581258000.0,3353278000.0
Gross Profit,5321981000.0,4598990000.0,4872448000.0,4574857000.0
Ebit,1477502000.0,1002449000.0,1000420000.0,947366000.0
Operating Income,1477502000.0,1002449000.0,1000420000.0,947366000.0
Other Operating Expenses,,,,
Interest Expense,-72078000.0,-103784000.0,-138504000.0,-146377000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,330591000.0,249498000.0,215330000.0,191395000.0
Total Revenue,13088504000.0,11628830000.0,12506109000.0,11876674000.0
Total Operating Expenses,11611002000.0,10626381000.0,11505689000.0,10929308000.0
Cost Of Revenue,7766523000.0,7029840000.0,7633661000.0,7301817000.0
Total Other Income Expense Net,-55435000.0,-112442000.0,-241675000.0,-268406000.0
Discontinued Operations,648000.0,-198000.0,645000.0,-4397000.0
Net Income From Continuing Ops,1091476000.0,640509000.0,543415000.0,487565000.0
Net Income Applicable To Common Shares,1090873000.0,638423000.0,541260000.0,480118000.0
