,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,13285000000.0,-744000000.0,-515000000.0,-384408000.0
Minority Interest,,,,
Net Income,12202000000.0,-747000000.0,-514000000.0,-384734000.0
Selling General Administrative,567000000.0,188000000.0,110000000.0,94252000.0
Gross Profit,13863000000.0,-575000000.0,-436000000.0,-319014000.0
Ebit,13296000000.0,-763000000.0,-546000000.0,-413266000.0
Operating Income,13296000000.0,-763000000.0,-546000000.0,-413266000.0
Other Operating Expenses,,,,
Interest Expense,-18000000.0,-10000000.0,-10000000.0,-3096000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1083000000.0,3000000.0,-1000000.0,326000.0
Total Revenue,18471000000.0,803000000.0,60000000.0,135068000.0
Total Operating Expenses,5175000000.0,1566000000.0,606000000.0,548334000.0
Cost Of Revenue,4608000000.0,1378000000.0,496000000.0,454082000.0
Total Other Income Expense Net,-11000000.0,19000000.0,31000000.0,28858000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,12202000000.0,-747000000.0,-514000000.0,-384734000.0
Net Income Applicable To Common Shares,12202000000.0,-747000000.0,-514000000.0,-401857000.0
