,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1325000000.0,1028000000.0,930000000.0,1051000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,398000000.0,3345000000.0,1652000000.0,2249000000.0
Minority Interest,,,,
Net Income,13608000000.0,5667000000.0,1786000000.0,2530000000.0
Selling General Administrative,3056000000.0,3069000000.0,2790000000.0,3486000000.0
Gross Profit,7770000000.0,7097000000.0,5844000000.0,6627000000.0
Ebit,2958000000.0,2643000000.0,1834000000.0,1821000000.0
Operating Income,2958000000.0,2643000000.0,1834000000.0,1821000000.0
Other Operating Expenses,422000000.0,330000000.0,262000000.0,247000000.0
Interest Expense,-269000000.0,-304000000.0,-311000000.0,-326000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,146000000.0,858000000.0,219000000.0,121000000.0
Total Revenue,10420000000.0,8894000000.0,7429000000.0,8650000000.0
Total Operating Expenses,7462000000.0,6251000000.0,5595000000.0,6829000000.0
Cost Of Revenue,2650000000.0,1797000000.0,1585000000.0,2023000000.0
Total Other Income Expense Net,-2560000000.0,702000000.0,-182000000.0,428000000.0
Discontinued Operations,13356000000.0,3180000000.0,353000000.0,402000000.0
Net Income From Continuing Ops,252000000.0,2487000000.0,1433000000.0,2128000000.0
Net Income Applicable To Common Shares,13608000000.0,5667000000.0,1786000000.0,2530000000.0
