,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1074000000.0,1068000000.0,1263000000.0,1122000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-38000000.0,-3151000000.0,775000000.0,485000000.0
Minority Interest,1495000000.0,1507000000.0,1569000000.0,1577000000.0
Net Income,12000000.0,-2612000000.0,565000000.0,406000000.0
Selling General Administrative,4926000000.0,3116000000.0,6867000000.0,6495000000.0
Gross Profit,7076000000.0,3550000000.0,10001000000.0,9359000000.0
Ebit,262000000.0,-1539000000.0,961000000.0,783000000.0
Operating Income,262000000.0,-1539000000.0,961000000.0,783000000.0
Other Operating Expenses,,12000000.0,12000000.0,-59000000.0
Interest Expense,-351000000.0,-360000000.0,-173000000.0,-190000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-53000000.0,-423000000.0,203000000.0,87000000.0
Total Revenue,8598000000.0,5199000000.0,12067000000.0,11223000000.0
Total Operating Expenses,8336000000.0,6738000000.0,11106000000.0,10440000000.0
Cost Of Revenue,1522000000.0,1649000000.0,2066000000.0,1864000000.0
Total Other Income Expense Net,-300000000.0,-1612000000.0,-186000000.0,-298000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,15000000.0,-2728000000.0,572000000.0,398000000.0
Net Income Applicable To Common Shares,-269000000.0,-2687000000.0,565000000.0,406000000.0
