,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,2249000000.0,2476000000.0,3219000000.0,3269000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-5033000000.0,-14476000000.0,-2259000000.0,11604000000.0
Minority Interest,153000000.0,241000000.0,317000000.0,71000000.0
Net Income,-4202000000.0,-11873000000.0,-636000000.0,10460000000.0
Selling General Administrative,3628000000.0,4493000000.0,3642000000.0,4525000000.0
Gross Profit,5190000000.0,-1198000000.0,4759000000.0,19637000000.0
Ebit,-687000000.0,-8167000000.0,-2102000000.0,11843000000.0
Operating Income,-687000000.0,-8167000000.0,-2102000000.0,11843000000.0
Other Operating Expenses,,,,
Interest Expense,-2682000000.0,-2156000000.0,-722000000.0,-475000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-743000000.0,-2535000000.0,-1623000000.0,1144000000.0
Total Revenue,62286000000.0,58158000000.0,76559000000.0,101127000000.0
Total Operating Expenses,62973000000.0,66325000000.0,78661000000.0,89284000000.0
Cost Of Revenue,57096000000.0,59356000000.0,71800000000.0,81490000000.0
Total Other Income Expense Net,-4346000000.0,-6309000000.0,-157000000.0,-239000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-4290000000.0,-11941000000.0,-636000000.0,10460000000.0
Net Income Applicable To Common Shares,-4202000000.0,-11873000000.0,-636000000.0,10460000000.0
