,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2232600000.0,87100000.0,-1315500000.0,547000000.0
Minority Interest,144400000.0,173800000.0,182100000.0,207400000.0
Net Income,1630600000.0,666100000.0,-1067400000.0,470000000.0
Selling General Administrative,430500000.0,371500000.0,354100000.0,341100000.0
Gross Profit,3233900000.0,1055900000.0,897300000.0,1498400000.0
Ebit,2671900000.0,502200000.0,383400000.0,991400000.0
Operating Income,2671900000.0,502200000.0,383400000.0,991400000.0
Other Operating Expenses,131500000.0,182200000.0,159800000.0,165900000.0
Interest Expense,-194300000.0,-214100000.0,-216000000.0,-215800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,597700000.0,-578500000.0,-224700000.0,77100000.0
Total Revenue,12357400000.0,8681700000.0,8906300000.0,9587300000.0
Total Operating Expenses,9685500000.0,8179500000.0,8522900000.0,8595900000.0
Cost Of Revenue,9123500000.0,7625800000.0,8009000000.0,8088900000.0
Total Other Income Expense Net,-439300000.0,-415100000.0,-1698900000.0,-444400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1634900000.0,665600000.0,-1090800000.0,469900000.0
Net Income Applicable To Common Shares,1630600000.0,666100000.0,-1067400000.0,470000000.0
