,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1187000000.0,1142000000.0,1147000000.0,1355000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2346000000.0,675000000.0,-316000000.0,-6806000000.0
Minority Interest,239000000.0,239000000.0,246000000.0,493000000.0
Net Income,1759000000.0,681000000.0,-959000000.0,-5065000000.0
Selling General Administrative,1891000000.0,2675000000.0,2874000000.0,2766000000.0
Gross Profit,6435000000.0,5710000000.0,5543000000.0,5893000000.0
Ebit,2635000000.0,1211000000.0,1047000000.0,1381000000.0
Operating Income,2635000000.0,1211000000.0,1047000000.0,1381000000.0
Other Operating Expenses,,,,
Interest Expense,-30000000.0,-45000000.0,-136000000.0,-337000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,524000000.0,-81000000.0,-46000000.0,-31000000.0
Total Revenue,15655000000.0,14217000000.0,13846000000.0,14287000000.0
Total Operating Expenses,13020000000.0,13006000000.0,12799000000.0,12906000000.0
Cost Of Revenue,9220000000.0,8507000000.0,8303000000.0,8394000000.0
Total Other Income Expense Net,-289000000.0,-536000000.0,-1363000000.0,-8187000000.0
Discontinued Operations,-53000000.0,-55000000.0,-671000000.0,1748000000.0
Net Income From Continuing Ops,1822000000.0,756000000.0,-270000000.0,-6775000000.0
Net Income Applicable To Common Shares,1759000000.0,681000000.0,-959000000.0,-5065000000.0
