,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1485000000.0,947000000.0,1209000000.0,1081000000.0
Minority Interest,286000000.0,265000000.0,205000000.0,172000000.0
Net Income,1043000000.0,695000000.0,849000000.0,782000000.0
Selling General Administrative,3088000000.0,2938000000.0,2912000000.0,2909000000.0
Gross Profit,4720000000.0,4238000000.0,4397000000.0,4348000000.0
Ebit,1569000000.0,1240000000.0,1407000000.0,1347000000.0
Operating Income,1569000000.0,1240000000.0,1407000000.0,1347000000.0
Other Operating Expenses,,,,
Interest Expense,-87000000.0,-93000000.0,-79000000.0,-82000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,371000000.0,192000000.0,314000000.0,258000000.0
Total Revenue,13022000000.0,11797000000.0,11486000000.0,11221000000.0
Total Operating Expenses,11453000000.0,10557000000.0,10079000000.0,9874000000.0
Cost Of Revenue,8302000000.0,7559000000.0,7089000000.0,6873000000.0
Total Other Income Expense Net,-84000000.0,-293000000.0,-198000000.0,-266000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1114000000.0,755000000.0,895000000.0,823000000.0
Net Income Applicable To Common Shares,1043000000.0,695000000.0,849000000.0,782000000.0
