,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-102000000.0,-961000000.0,962000000.0,1301000000.0
Minority Interest,131000000.0,113000000.0,148000000.0,200000000.0
Net Income,-11000000.0,-732000000.0,920000000.0,1087000000.0
Selling General Administrative,99000000.0,89000000.0,107000000.0,104000000.0
Gross Profit,644000000.0,-164000000.0,1591000000.0,1601000000.0
Ebit,-125000000.0,-918000000.0,822000000.0,813000000.0
Operating Income,-125000000.0,-918000000.0,822000000.0,813000000.0
Other Operating Expenses,,,,
Interest Expense,-191000000.0,-194000000.0,-222000000.0,-176000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-91000000.0,-220000000.0,30000000.0,150000000.0
Total Revenue,2921000000.0,1590000000.0,5483000000.0,5554000000.0
Total Operating Expenses,3046000000.0,2508000000.0,4661000000.0,4741000000.0
Cost Of Revenue,2277000000.0,1754000000.0,3892000000.0,3953000000.0
Total Other Income Expense Net,23000000.0,-43000000.0,140000000.0,488000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-11000000.0,-741000000.0,932000000.0,1151000000.0
Net Income Applicable To Common Shares,-11000000.0,-732000000.0,920000000.0,1087000000.0
