,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,4648000000.0,4468000000.0,5587000000.0,5192000000.0
Minority Interest,357000000.0,319000000.0,245000000.0,230000000.0
Net Income,3759000000.0,3617000000.0,4441000000.0,4266000000.0
Selling General Administrative,9879000000.0,9425000000.0,9407000000.0,9399000000.0
Gross Profit,16162000000.0,15472000000.0,16487000000.0,16403000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,4730000000.0,4572000000.0,5704000000.0,5372000000.0
Other Operating Expenses,1553000000.0,1475000000.0,1376000000.0,1632000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,877000000.0,842000000.0,1120000000.0,938000000.0
Total Revenue,16162000000.0,15472000000.0,16487000000.0,16403000000.0
Total Operating Expenses,11432000000.0,10900000000.0,10783000000.0,11031000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-82000000.0,-104000000.0,-117000000.0,-180000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3771000000.0,3626000000.0,4467000000.0,4254000000.0
Net Income Applicable To Common Shares,3550000000.0,3417000000.0,4254000000.0,4070000000.0
