,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3322848000.0,1747088000.0,1776363000.0,1886290000.0
Minority Interest,4315337000.0,4353033000.0,3418657000.0,3502795000.0
Net Income,2939723000.0,1481814000.0,1572959000.0,1649361000.0
Selling General Administrative,293167000.0,274845000.0,266718000.0,238985000.0
Gross Profit,3915208000.0,3566001000.0,2611872000.0,2345021000.0
Ebit,2021664000.0,1699177000.0,1192126000.0,1145262000.0
Operating Income,2021664000.0,1699177000.0,1192126000.0,1145262000.0
Other Operating Expenses,22435000.0,30010000.0,13149000.0,13560000.0
Interest Expense,-266228000.0,-314507000.0,-239953000.0,-229141000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,174258000.0,130458000.0,74517000.0,63330000.0
Total Revenue,5163695000.0,4736105000.0,3530799000.0,3102709000.0
Total Operating Expenses,3142031000.0,3036928000.0,2338673000.0,1957447000.0
Cost Of Revenue,1248487000.0,1170104000.0,918927000.0,757688000.0
Total Other Income Expense Net,1301184000.0,47911000.0,584237000.0,741028000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3148590000.0,1616630000.0,1701846000.0,1822960000.0
Net Income Applicable To Common Shares,2933571000.0,1473122000.0,1566950000.0,1643426000.0
