,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,392132000.0,-499790000.0,162163000.0,-66854000.0
Minority Interest,,,,
Net Income,360060000.0,-549177000.0,92139000.0,-46302000.0
Selling General Administrative,2335191000.0,2173934000.0,2227663000.0,2176239000.0
Gross Profit,2862014000.0,2172471000.0,2470533000.0,2361271000.0
Ebit,524823000.0,-8463000.0,236770000.0,178932000.0
Operating Income,524823000.0,-8463000.0,236770000.0,178932000.0
Other Operating Expenses,,,,
Interest Expense,-44300000.0,-47259000.0,-21240000.0,-33568000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,32072000.0,49387000.0,70024000.0,-20552000.0
Total Revenue,5683466000.0,4474667000.0,5267132000.0,5193185000.0
Total Operating Expenses,5158643000.0,4483130000.0,5030362000.0,5014253000.0
Cost Of Revenue,2821452000.0,2302196000.0,2796599000.0,2831914000.0
Total Other Income Expense Net,-132691000.0,-491327000.0,-74607000.0,-245786000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,360060000.0,-549177000.0,92139000.0,-46302000.0
Net Income Applicable To Common Shares,360060000.0,-549177000.0,92139000.0,-46302000.0
