,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,171000000.0,123000000.0,143000000.0,161000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,559000000.0,-60000000.0,345000000.0,-958000000.0
Minority Interest,1000000.0,3000000.0,2000000.0,11900000.0
Net Income,421000000.0,-83000000.0,263000000.0,-1011000000.0
Selling General Administrative,1547000000.0,1303000000.0,1571000000.0,1550000000.0
Gross Profit,2358000000.0,1701000000.0,2190000000.0,2089000000.0
Ebit,640000000.0,271000000.0,476000000.0,336000000.0
Operating Income,640000000.0,271000000.0,476000000.0,336000000.0
Other Operating Expenses,,4000000.0,4000000.0,41000000.0
Interest Expense,-55000000.0,-47000000.0,-28000000.0,-37000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,138000000.0,23000000.0,82000000.0,53000000.0
Total Revenue,4251000000.0,3342000000.0,4029000000.0,3986000000.0
Total Operating Expenses,3611000000.0,3071000000.0,3553000000.0,3650000000.0
Cost Of Revenue,1893000000.0,1641000000.0,1839000000.0,1897000000.0
Total Other Income Expense Net,-81000000.0,-331000000.0,-131000000.0,-1294000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,421000000.0,-83000000.0,263000000.0,-1011000000.0
Net Income Applicable To Common Shares,421000000.0,-83000000.0,263000000.0,-1011000000.0
