,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,12712000000.0,-3140000000.0,9524000000.0,9973000000.0
Minority Interest,,,69000000.0,125000000.0
Net Income,8079000000.0,-2701000000.0,7189000000.0,6257000000.0
Selling General Administrative,740000000.0,442000000.0,639000000.0,585000000.0
Gross Profit,22936000000.0,6794000000.0,16182000000.0,17984000000.0
Ebit,12801000000.0,-1628000000.0,7435000000.0,9673000000.0
Operating Income,12801000000.0,-1628000000.0,7435000000.0,9673000000.0
Other Operating Expenses,1851000000.0,1002000000.0,1275000000.0,1401000000.0
Interest Expense,-884000000.0,-806000000.0,-778000000.0,-735000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,4633000000.0,-485000000.0,2267000000.0,3668000000.0
Total Revenue,46660000000.0,19216000000.0,33346000000.0,37491000000.0
Total Operating Expenses,33859000000.0,20844000000.0,25911000000.0,27818000000.0
Cost Of Revenue,23724000000.0,12422000000.0,17164000000.0,19507000000.0
Total Other Income Expense Net,-89000000.0,-1512000000.0,2089000000.0,300000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,8079000000.0,-2655000000.0,7257000000.0,6305000000.0
Net Income Applicable To Common Shares,8079000000.0,-2701000000.0,7189000000.0,6257000000.0
