,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,10420000000.0,9770000000.0,8997000000.0,1406000000.0
Minority Interest,306000000.0,312000000.0,306000000.0,318000000.0
Net Income,7910000000.0,7179000000.0,6634000000.0,-594000000.0
Selling General Administrative,37072000000.0,34585000000.0,32699000000.0,20827000000.0
Gross Profit,50849000000.0,48248000000.0,44517000000.0,30878000000.0
Ebit,13777000000.0,13663000000.0,11818000000.0,10051000000.0
Operating Income,13777000000.0,13663000000.0,11818000000.0,10051000000.0
Other Operating Expenses,,,,
Interest Expense,-2503000000.0,-2907000000.0,-3035000000.0,-2619000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2522000000.0,2569000000.0,2366000000.0,2002000000.0
Total Revenue,290912000000.0,267908000000.0,255765000000.0,193919000000.0
Total Operating Expenses,277135000000.0,254245000000.0,243947000000.0,183868000000.0
Cost Of Revenue,240063000000.0,219660000000.0,211248000000.0,163041000000.0
Total Other Income Expense Net,-3357000000.0,-3893000000.0,-2821000000.0,-8645000000.0
Discontinued Operations,,-9000000.0,-9000000.0,-9000000.0
Net Income From Continuing Ops,7898000000.0,7201000000.0,6631000000.0,-596000000.0
Net Income Applicable To Common Shares,7910000000.0,7179000000.0,6629000000.0,-597000000.0
