,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1801419000.0,1626157000.0,1415962000.0,1293272000.0
Minority Interest,,,,
Net Income,1377475000.0,1409594000.0,1107835000.0,993004000.0
Selling General Administrative,1305746000.0,1090527000.0,1104346000.0,985156000.0
Gross Profit,3108513000.0,2723880000.0,2518585000.0,2295375000.0
Ebit,1802767000.0,1633353000.0,1414239000.0,1310219000.0
Operating Income,1802767000.0,1633353000.0,1414239000.0,1310219000.0
Other Operating Expenses,,,,
Interest Expense,-19000.0,-39000.0,-56000.0,-60000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,423944000.0,216563000.0,308127000.0,300268000.0
Total Revenue,5541352000.0,4598638000.0,4200819000.0,3807183000.0
Total Operating Expenses,3738585000.0,2965285000.0,2786580000.0,2496964000.0
Cost Of Revenue,2432839000.0,1874758000.0,1682234000.0,1511808000.0
Total Other Income Expense Net,-1348000.0,-7196000.0,1723000.0,-16947000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1377475000.0,1409594000.0,1107835000.0,993004000.0
Net Income Applicable To Common Shares,1377475000.0,1409594000.0,1107835000.0,993004000.0
