,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,623000000.0,434000000.0,1006000000.0,-1210000000.0
Minority Interest,1901000000.0,1901000000.0,2193000000.0,2193000000.0
Net Income,759000000.0,739000000.0,1284000000.0,-423000000.0
Selling General Administrative,2867000000.0,1975000000.0,2184000000.0,-79000000.0
Gross Profit,8708000000.0,7112000000.0,6741000000.0,4454000000.0
Ebit,3166000000.0,2882000000.0,2269000000.0,2267000000.0
Operating Income,3166000000.0,2882000000.0,2269000000.0,2267000000.0
Other Operating Expenses,457000000.0,288000000.0,558000000.0,395000000.0
Interest Expense,-1091000000.0,-1034000000.0,-962000000.0,-855000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-136000000.0,-305000000.0,-278000000.0,-739000000.0
Total Revenue,14905000000.0,13578000000.0,12347000000.0,12657000000.0
Total Operating Expenses,11739000000.0,10696000000.0,10078000000.0,10390000000.0
Cost Of Revenue,6197000000.0,6466000000.0,5606000000.0,8203000000.0
Total Other Income Expense Net,-2543000000.0,-2448000000.0,-1263000000.0,-3477000000.0
Discontinued Operations,,,,34000000.0
Net Income From Continuing Ops,759000000.0,739000000.0,1284000000.0,-471000000.0
Net Income Applicable To Common Shares,759000000.0,739000000.0,1284000000.0,-423000000.0
