,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2677000000.0,1959000000.0,1133000000.0,970000000.0
Minority Interest,118000000.0,132000000.0,122000000.0,128000000.0
Net Income,1995000000.0,1431000000.0,858000000.0,736000000.0
Selling General Administrative,1696000000.0,1509000000.0,1457000000.0,1395000000.0
Gross Profit,4243000000.0,3717000000.0,2689000000.0,2627000000.0
Ebit,2446000000.0,2107000000.0,1152000000.0,1144000000.0
Operating Income,2446000000.0,2107000000.0,1152000000.0,1144000000.0
Other Operating Expenses,-2000000.0,-2000000.0,-16000000.0,-2000000.0
Interest Expense,-152000000.0,-166000000.0,-180000000.0,-169000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,597000000.0,460000000.0,247000000.0,182000000.0
Total Revenue,10788000000.0,9437000000.0,7726000000.0,7531000000.0
Total Operating Expenses,8342000000.0,7330000000.0,6574000000.0,6387000000.0
Cost Of Revenue,6545000000.0,5720000000.0,5037000000.0,4904000000.0
Total Other Income Expense Net,231000000.0,-148000000.0,-19000000.0,-174000000.0
Discontinued Operations,,,20000000.0,20000000.0
Net Income From Continuing Ops,2080000000.0,1499000000.0,886000000.0,788000000.0
Net Income Applicable To Common Shares,1988000000.0,1425000000.0,855000000.0,733000000.0
