,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,367231000.0,46962000.0,244015000.0,253031000.0
Minority Interest,72561000.0,73235000.0,76613000.0,52198000.0
Net Income,361411000.0,44889000.0,239430000.0,249127000.0
Selling General Administrative,78218000.0,75001000.0,74984000.0,65491000.0
Gross Profit,877185000.0,734854000.0,858527000.0,854451000.0
Ebit,490828000.0,300956000.0,402203000.0,420241000.0
Operating Income,490828000.0,300956000.0,402203000.0,420241000.0
Other Operating Expenses,4808000.0,12997000.0,7057000.0,9031000.0
Interest Expense,-145794000.0,-158278000.0,-151264000.0,-148456000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,943000.0,-355000.0,757000.0,706000.0
Total Revenue,1203867000.0,1047931000.0,1164672000.0,1160341000.0
Total Operating Expenses,713039000.0,746975000.0,762469000.0,740100000.0
Cost Of Revenue,326682000.0,313077000.0,306145000.0,305890000.0
Total Other Income Expense Net,-123597000.0,-253994000.0,-158188000.0,-163819000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,366288000.0,47317000.0,243258000.0,252325000.0
Net Income Applicable To Common Shares,361411000.0,44889000.0,239430000.0,249127000.0
