,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,19093000000.0,14065000000.0,16996000000.0,15242000000.0
Minority Interest,1917000000.0,2695000000.0,2520000000.0,2205000000.0
Net Income,14159000000.0,10534000000.0,13057000000.0,11731000000.0
Selling General Administrative,43314000000.0,39850000000.0,40424000000.0,34791000000.0
Gross Profit,77935000000.0,70443000000.0,74502000000.0,64815000000.0
Ebit,20817000000.0,17493000000.0,21125000000.0,19148000000.0
Operating Income,20817000000.0,17493000000.0,21125000000.0,19148000000.0
Other Operating Expenses,,,,-141000000.0
Interest Expense,-4281000000.0,-4588000000.0,-4567000000.0,-3542000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,5259000000.0,3364000000.0,3673000000.0,3380000000.0
Total Revenue,116385000000.0,103564000000.0,108942000000.0,94507000000.0
Total Operating Expenses,95568000000.0,86071000000.0,87817000000.0,75359000000.0
Cost Of Revenue,38450000000.0,33121000000.0,34440000000.0,29692000000.0
Total Other Income Expense Net,-1724000000.0,-3428000000.0,-4129000000.0,-3906000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,13834000000.0,10701000000.0,13323000000.0,11862000000.0
Net Income Applicable To Common Shares,14159000000.0,10534000000.0,13057000000.0,11731000000.0
