,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1813000000.0,2773000000.0,1782000000.0,1368000000.0
Minority Interest,227000000.0,189000000.0,141000000.0,106000000.0
Net Income,1347000000.0,1808000000.0,1321000000.0,900000000.0
Selling General Administrative,9941000000.0,10763000000.0,6448000000.0,6331000000.0
Gross Profit,19574000000.0,17912000000.0,11945000000.0,10631000000.0
Ebit,3681000000.0,4110000000.0,2580000000.0,2132000000.0
Operating Income,3681000000.0,4110000000.0,2580000000.0,2132000000.0
Other Operating Expenses,5182000000.0,2320000000.0,2659000000.0,1957000000.0
Interest Expense,-665000000.0,-728000000.0,-412000000.0,-343000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,477000000.0,979000000.0,473000000.0,474000000.0
Total Revenue,118176000000.0,104176000000.0,70807000000.0,56688000000.0
Total Operating Expenses,114495000000.0,100066000000.0,68227000000.0,54556000000.0
Cost Of Revenue,98602000000.0,86264000000.0,58862000000.0,46057000000.0
Total Other Income Expense Net,-1868000000.0,-1337000000.0,-798000000.0,-764000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1336000000.0,1794000000.0,1309000000.0,894000000.0
Net Income Applicable To Common Shares,1347000000.0,1808000000.0,1321000000.0,900000000.0
