,2021-10-31,2020-10-31,2019-10-31,2018-10-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,574176000.0,301489000.0,431104000.0,448519000.0
Minority Interest,,,,
Net Income,454368000.0,249539000.0,337091000.0,377375000.0
Selling General Administrative,715302000.0,703599000.0,712535000.0,738234000.0
Gross Profit,1324080000.0,1130468000.0,1192103000.0,1236328000.0
Ebit,608778000.0,426869000.0,479568000.0,498094000.0
Operating Income,608778000.0,426869000.0,479568000.0,498094000.0
Other Operating Expenses,,,,
Interest Expense,-25491000.0,-32160000.0,-47145000.0,-49576000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,119808000.0,51950000.0,94013000.0,71144000.0
Total Revenue,2362209000.0,2121100000.0,2194226000.0,2254668000.0
Total Operating Expenses,1753431000.0,1694231000.0,1714658000.0,1756574000.0
Cost Of Revenue,1038129000.0,990632000.0,1002123000.0,1018340000.0
Total Other Income Expense Net,-34602000.0,-125380000.0,-48464000.0,-49575000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,454368000.0,249539000.0,337091000.0,377375000.0
Net Income Applicable To Common Shares,454368000.0,249539000.0,337091000.0,377375000.0
