,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-611267000.0,-1856665000.0,185104000.0,131105000.0
Minority Interest,946118000.0,610469000.0,767632000.0,573117000.0
Net Income,-650904000.0,-1724535000.0,69889000.0,60249000.0
Selling General Administrative,1921982000.0,1650890000.0,2307627000.0,2136309000.0
Gross Profit,1912458000.0,458778000.0,3080787000.0,2819868000.0
Ebit,-425801000.0,-1653507000.0,329169000.0,307530000.0
Operating Income,-425801000.0,-1653507000.0,329169000.0,307530000.0
Other Operating Expenses,,,,
Interest Expense,-282440000.0,-226832000.0,-157521000.0,-140976000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-2481000.0,-28875000.0,66892000.0,40765000.0
Total Revenue,6268447000.0,1861178000.0,11547969000.0,10787800000.0
Total Operating Expenses,6694248000.0,3514685000.0,11218800000.0,10480270000.0
Cost Of Revenue,4355989000.0,1402400000.0,8467182000.0,7967932000.0
Total Other Income Expense Net,-185466000.0,-203158000.0,-144065000.0,-176425000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-608786000.0,-1827790000.0,118212000.0,90340000.0
Net Income Applicable To Common Shares,-670675000.0,-1723355000.0,-4882000.0,-17651000.0
