,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,857000000.0,768000000.0,765000000.0,800000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,8145000000.0,2071000000.0,-1247000000.0,3749000000.0
Minority Interest,574000000.0,570000000.0,553000000.0,1138000000.0
Net Income,6311000000.0,1225000000.0,-1359000000.0,4641000000.0
Selling General Administrative,1313000000.0,1368000000.0,1385000000.0,1659000000.0
Gross Profit,10777000000.0,5196000000.0,6369000000.0,8530000000.0
Ebit,8219000000.0,2659000000.0,3800000000.0,5602000000.0
Operating Income,8219000000.0,2659000000.0,3800000000.0,5602000000.0
Other Operating Expenses,,,,
Interest Expense,-731000000.0,-827000000.0,-933000000.0,-1063000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1740000000.0,777000000.0,470000000.0,809000000.0
Total Revenue,54968000000.0,38542000000.0,42951000000.0,49604000000.0
Total Operating Expenses,46749000000.0,35883000000.0,39151000000.0,44002000000.0
Cost Of Revenue,44191000000.0,33346000000.0,36582000000.0,41074000000.0
Total Other Income Expense Net,-74000000.0,-588000000.0,-5047000000.0,-1853000000.0
Discontinued Operations,,,445000000.0,1835000000.0
Net Income From Continuing Ops,6405000000.0,1294000000.0,-1717000000.0,2940000000.0
Net Income Applicable To Common Shares,6279000000.0,1216000000.0,-1365000000.0,4641000000.0
