,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1977000000.0,1862000000.0,1874000000.0,1816000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,7214000000.0,6790000000.0,5643000000.0,7000000000.0
Minority Interest,71000000.0,64000000.0,63000000.0,52000000.0
Net Income,5921000000.0,5449000000.0,4517000000.0,5349000000.0
Selling General Administrative,6812000000.0,6667000000.0,6893000000.0,6527000000.0
Gross Profit,16579000000.0,15685000000.0,15072000000.0,16110000000.0
Ebit,7790000000.0,7156000000.0,6305000000.0,7767000000.0
Operating Income,7790000000.0,7156000000.0,6305000000.0,7767000000.0
Other Operating Expenses,,,,
Interest Expense,-488000000.0,-529000000.0,-448000000.0,-350000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1285000000.0,1337000000.0,1114000000.0,1637000000.0
Total Revenue,35355000000.0,32184000000.0,32136000000.0,32765000000.0
Total Operating Expenses,27565000000.0,25028000000.0,25831000000.0,24998000000.0
Cost Of Revenue,18776000000.0,16499000000.0,17064000000.0,16655000000.0
Total Other Income Expense Net,-576000000.0,-366000000.0,-662000000.0,-767000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5929000000.0,5453000000.0,4529000000.0,5363000000.0
Net Income Applicable To Common Shares,5921000000.0,5449000000.0,4517000000.0,5349000000.0
