,2022-01-31,2021-01-31,2020-01-31,2019-01-31
Research Development,4465000000.0,3598000000.0,2766000000.0,1886000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1532000000.0,2561000000.0,706000000.0,983000000.0
Minority Interest,,,,
Net Income,1444000000.0,4072000000.0,126000000.0,1110000000.0
Selling General Administrative,14399000000.0,11761000000.0,9634000000.0,7410000000.0
Gross Profit,19466000000.0,15814000000.0,12863000000.0,9831000000.0
Ebit,602000000.0,455000000.0,463000000.0,535000000.0
Operating Income,602000000.0,455000000.0,463000000.0,535000000.0
Other Operating Expenses,,,,
Interest Expense,-220000000.0,-126000000.0,-126000000.0,-126000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,88000000.0,-1511000000.0,580000000.0,-127000000.0
Total Revenue,26492000000.0,21252000000.0,17098000000.0,13282000000.0
Total Operating Expenses,25890000000.0,20797000000.0,16635000000.0,12747000000.0
Cost Of Revenue,7026000000.0,5438000000.0,4235000000.0,3451000000.0
Total Other Income Expense Net,930000000.0,2106000000.0,243000000.0,448000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1444000000.0,4072000000.0,126000000.0,1110000000.0
Net Income Applicable To Common Shares,1444000000.0,4072000000.0,126000000.0,1110000000.0
