,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,969870000.0,326133000.0,275739000.0,181121000.0
Minority Interest,,,,
Net Income,793560000.0,266745000.0,233290000.0,122456000.0
Selling General Administrative,2107238000.0,2039662000.0,2103995000.0,1884846000.0
Gross Profit,3289869000.0,2754379000.0,2694753000.0,2506654000.0
Ebit,970226000.0,495733000.0,378979000.0,366207000.0
Operating Income,970226000.0,495733000.0,378979000.0,366207000.0
Other Operating Expenses,,,,
Interest Expense,-98313000.0,-113436000.0,-102831000.0,-126774000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,176310000.0,59388000.0,42449000.0,58665000.0
Total Revenue,4733962000.0,4099403000.0,4245321000.0,3975454000.0
Total Operating Expenses,3763736000.0,3603670000.0,3866342000.0,3609247000.0
Cost Of Revenue,1444093000.0,1345024000.0,1550568000.0,1468800000.0
Total Other Income Expense Net,-356000.0,-169600000.0,-103240000.0,-185086000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,793560000.0,266745000.0,233290000.0,122456000.0
Net Income Applicable To Common Shares,793560000.0,266745000.0,233290000.0,122456000.0
