,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1674000000.0,1020000000.0,1373000000.0,1839000000.0
Minority Interest,,,,
Net Income,1575000000.0,904000000.0,1294000000.0,1542000000.0
Selling General Administrative,1061000000.0,990000000.0,921000000.0,901000000.0
Gross Profit,3166000000.0,2692000000.0,2827000000.0,2664000000.0
Ebit,2137000000.0,1728000000.0,1931000000.0,1763000000.0
Operating Income,2137000000.0,1728000000.0,1931000000.0,1763000000.0
Other Operating Expenses,-32000000.0,-26000000.0,-25000000.0,7000000.0
Interest Expense,-551000000.0,-558000000.0,-519000000.0,-496000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,99000000.0,116000000.0,79000000.0,297000000.0
Total Revenue,6584000000.0,5652000000.0,5597000000.0,5688000000.0
Total Operating Expenses,4447000000.0,3924000000.0,3666000000.0,3925000000.0
Cost Of Revenue,3418000000.0,2960000000.0,2770000000.0,3024000000.0
Total Other Income Expense Net,-463000000.0,-708000000.0,-558000000.0,76000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1575000000.0,904000000.0,1294000000.0,1542000000.0
Net Income Applicable To Common Shares,1575000000.0,904000000.0,1294000000.0,1542000000.0
