,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,197057000.0,-425215000.0,3437731000.0,459598000.0
Minority Interest,967575000.0,1021224000.0,1467863000.0,1426214000.0
Net Income,175999000.0,-297005000.0,3147937000.0,449954000.0
Selling General Administrative,134545000.0,159377000.0,169920000.0,141871000.0
Gross Profit,907836000.0,832368000.0,1085584000.0,1209391000.0
Ebit,360944000.0,273296000.0,496557000.0,607847000.0
Operating Income,360944000.0,273296000.0,496557000.0,607847000.0
Other Operating Expenses,,,,13103000.0
Interest Expense,-207367000.0,-229251000.0,-264083000.0,-347949000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-10496000.0,36630000.0,103439000.0,37633000.0
Total Revenue,1705151000.0,1612188000.0,2003565000.0,2172869000.0
Total Operating Expenses,1344207000.0,1338892000.0,1507008000.0,1565022000.0
Cost Of Revenue,797315000.0,779820000.0,917981000.0,963478000.0
Total Other Income Expense Net,-163887000.0,-698511000.0,2941174000.0,-148249000.0
Discontinued Operations,,,-30000.0,638000.0
Net Income From Continuing Ops,207553000.0,-461845000.0,3334292000.0,421965000.0
Net Income Applicable To Common Shares,101052000.0,-348843000.0,3097497000.0,384788000.0
