,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,5504000000.0,4793000000.0,3946000000.0,4104000000.0
Minority Interest,54000000.0,76000000.0,76000000.0,76000000.0
Net Income,4300000000.0,3555000000.0,3929000000.0,3317000000.0
Selling General Administrative,6126000000.0,5952000000.0,5991000000.0,6411000000.0
Gross Profit,11254000000.0,10446000000.0,10337000000.0,10352000000.0
Ebit,4994000000.0,4300000000.0,4087000000.0,3765000000.0
Operating Income,4994000000.0,4300000000.0,4087000000.0,3765000000.0
Other Operating Expenses,,,85000000.0,85000000.0
Interest Expense,-354000000.0,-515000000.0,-583000000.0,-446000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1190000000.0,1224000000.0,2000000.0,773000000.0
Total Revenue,28720000000.0,26581000000.0,25868000000.0,25938000000.0
Total Operating Expenses,23726000000.0,22281000000.0,21781000000.0,22173000000.0
Cost Of Revenue,17466000000.0,16135000000.0,15531000000.0,15586000000.0
Total Other Income Expense Net,510000000.0,493000000.0,-141000000.0,339000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,4314000000.0,3569000000.0,3944000000.0,3331000000.0
Net Income Applicable To Common Shares,4300000000.0,3555000000.0,3929000000.0,3317000000.0
