,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,629000000.0,-1840000000.0,1016000000.0,585000000.0
Minority Interest,,,,
Net Income,478000000.0,-1324000000.0,769000000.0,437000000.0
Selling General Administrative,173000000.0,101000000.0,313000000.0,326000000.0
Gross Profit,939000000.0,-680000000.0,2366000000.0,2089000000.0
Ebit,-257000000.0,-1711000000.0,1071000000.0,793000000.0
Operating Income,-257000000.0,-1711000000.0,1071000000.0,793000000.0
Other Operating Expenses,629000000.0,510000000.0,559000000.0,572000000.0
Interest Expense,-117000000.0,-87000000.0,-63000000.0,-73000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,151000000.0,-516000000.0,247000000.0,148000000.0
Total Revenue,6176000000.0,3566000000.0,8781000000.0,8264000000.0
Total Operating Expenses,6433000000.0,5277000000.0,7710000000.0,7471000000.0
Cost Of Revenue,5237000000.0,4246000000.0,6415000000.0,6175000000.0
Total Other Income Expense Net,886000000.0,-129000000.0,-55000000.0,-208000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,478000000.0,-1324000000.0,769000000.0,437000000.0
Net Income Applicable To Common Shares,478000000.0,-1324000000.0,769000000.0,437000000.0
