,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,6388000000.0,4302000000.0,2431000000.0,1686000000.0
Minority Interest,4106000000.0,6476000000.0,7366000000.0,7987000000.0
Net Income,4654000000.0,3222000000.0,1668000000.0,1230000000.0
Selling General Administrative,2766000000.0,3097000000.0,3113000000.0,2850000000.0
Gross Profit,23271000000.0,21198000000.0,19584000000.0,18816000000.0
Ebit,11160000000.0,8397000000.0,6545000000.0,5648000000.0
Operating Income,11160000000.0,8397000000.0,6545000000.0,5648000000.0
Other Operating Expenses,,,,235000000.0
Interest Expense,-4037000000.0,-3848000000.0,-3797000000.0,-3540000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1068000000.0,626000000.0,439000000.0,180000000.0
Total Revenue,51682000000.0,48097000000.0,45764000000.0,43634000000.0
Total Operating Expenses,40522000000.0,39700000000.0,39219000000.0,37986000000.0
Cost Of Revenue,28411000000.0,26899000000.0,26180000000.0,24818000000.0
Total Other Income Expense Net,-4772000000.0,-4095000000.0,-4114000000.0,-3962000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5320000000.0,3676000000.0,1992000000.0,1506000000.0
Net Income Applicable To Common Shares,4654000000.0,3222000000.0,1668000000.0,1230000000.0
