,2021-06-30,2020-06-30,2019-06-30,2018-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3361200000.0,3182600000.0,3005600000.0,2282600000.0
Minority Interest,,,,
Net Income,2598500000.0,2466500000.0,2292800000.0,1884900000.0
Selling General Administrative,3009700000.0,2830600000.0,3057500000.0,2893600000.0
Gross Profit,6768100000.0,6511600000.0,6393000000.0,5791300000.0
Ebit,3355400000.0,3314100000.0,3031100000.0,2623200000.0
Operating Income,3355400000.0,3314100000.0,3031100000.0,2623200000.0
Other Operating Expenses,,,,
Interest Expense,-59700000.0,-107100000.0,-129900000.0,-102700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,762700000.0,716100000.0,712800000.0,397700000.0
Total Revenue,15005400000.0,14589800000.0,14110200000.0,13274200000.0
Total Operating Expenses,11650000000.0,11275700000.0,11079100000.0,10651000000.0
Cost Of Revenue,8237300000.0,8078200000.0,7717200000.0,7482900000.0
Total Other Income Expense Net,5800000.0,-131500000.0,-25500000.0,-340600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2598500000.0,2466500000.0,2292800000.0,1884900000.0
Net Income Applicable To Common Shares,2598500000.0,2466500000.0,2292800000.0,1884900000.0
