,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,15809000000.0,3203000000.0,6874000000.0,7318000000.0
Minority Interest,,,,
Net Income,12390000000.0,2714000000.0,5546000000.0,6015000000.0
Selling General Administrative,14997000000.0,13060000000.0,13287000000.0,12424000000.0
Gross Profit,32379000000.0,18259000000.0,22357000000.0,22220000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,16004000000.0,3524000000.0,7369000000.0,7856000000.0
Other Operating Expenses,1378000000.0,1675000000.0,1701000000.0,1940000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,3415000000.0,486000000.0,1341000000.0,1293000000.0
Total Revenue,32379000000.0,18259000000.0,22357000000.0,22220000000.0
Total Operating Expenses,16375000000.0,14735000000.0,14988000000.0,14364000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-195000000.0,-321000000.0,-495000000.0,-538000000.0
Discontinued Operations,-4000000.0,-3000000.0,13000000.0,-10000000.0
Net Income From Continuing Ops,12394000000.0,2717000000.0,5533000000.0,6025000000.0
Net Income Applicable To Common Shares,11965000000.0,2375000000.0,5192000000.0,5710000000.0
