,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,5322000000.0,4159000000.0,4445000000.0,3983000000.0
Minority Interest,,,,
Net Income,4325000000.0,4778000000.0,3304000000.0,2920000000.0
Selling General Administrative,3544000000.0,3420000000.0,3089000000.0,2988000000.0
Gross Profit,9104000000.0,7821000000.0,7762000000.0,7193000000.0
Ebit,5560000000.0,4401000000.0,4673000000.0,4205000000.0
Operating Income,5560000000.0,4401000000.0,4673000000.0,4205000000.0
Other Operating Expenses,,,,
Interest Expense,-238000000.0,-242000000.0,-228000000.0,-222000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,997000000.0,-619000000.0,1141000000.0,1063000000.0
Total Revenue,22106000000.0,22147000000.0,22307000000.0,21758000000.0
Total Operating Expenses,16546000000.0,17746000000.0,17634000000.0,17553000000.0
Cost Of Revenue,13002000000.0,14326000000.0,14545000000.0,14565000000.0
Total Other Income Expense Net,-238000000.0,-242000000.0,-228000000.0,-222000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,4325000000.0,4778000000.0,3304000000.0,2920000000.0
Net Income Applicable To Common Shares,4325000000.0,4778000000.0,3304000000.0,2920000000.0
