,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,9325800000.0,3810400000.0,2429100000.0,2553500000.0
Minority Interest,,,,
Net Income,8075300000.0,3513200000.0,2115800000.0,2444400000.0
Selling General Administrative,1824900000.0,1346000000.0,1341900000.0,1127200000.0
Gross Profit,10726100000.0,4642200000.0,3342500000.0,3259300000.0
Ebit,8946800000.0,3576600000.0,2209800000.0,2534400000.0
Operating Income,8946800000.0,3576600000.0,2209800000.0,2534400000.0
Other Operating Expenses,-45600000.0,-280400000.0,-209200000.0,-402300000.0
Interest Expense,-57300000.0,-56900000.0,-30200000.0,-28200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1250500000.0,297200000.0,313300000.0,109100000.0
Total Revenue,16071700000.0,8497100000.0,6557600000.0,5145600000.0
Total Operating Expenses,7124900000.0,4920500000.0,4347800000.0,2611200000.0
Cost Of Revenue,5345600000.0,3854900000.0,3215100000.0,1886300000.0
Total Other Income Expense Net,379000000.0,233800000.0,219300000.0,19100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,8075300000.0,3513200000.0,2115800000.0,2444400000.0
Net Income Applicable To Common Shares,8075300000.0,3513200000.0,2115800000.0,2444400000.0
