,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,10689000000.0,4296000000.0,8429000000.0,8122000000.0
Minority Interest,,,,
Net Income,8060000000.0,3135000000.0,6759000000.0,6921000000.0
Selling General Administrative,15293000000.0,12465000000.0,13036000000.0,11869000000.0
Gross Profit,30799000000.0,22086000000.0,27321000000.0,25513000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,10169000000.0,4262000000.0,8389000000.0,8187000000.0
Other Operating Expenses,5337000000.0,5359000000.0,5896000000.0,5457000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2629000000.0,1161000000.0,1670000000.0,1201000000.0
Total Revenue,43799000000.0,31357000000.0,39983000000.0,36986000000.0
Total Operating Expenses,33630000000.0,27095000000.0,31594000000.0,28799000000.0
Cost Of Revenue,13000000000.0,9271000000.0,12662000000.0,11473000000.0
Total Other Income Expense Net,520000000.0,34000000.0,40000000.0,-65000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,8060000000.0,3135000000.0,6759000000.0,6921000000.0
Net Income Applicable To Common Shares,7917000000.0,3036000000.0,6631000000.0,6787000000.0
