,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3764000000.0,839000000.0,4097000000.0,3073000000.0
Minority Interest,1840000000.0,1220000000.0,1129000000.0,17000000.0
Net Income,3908000000.0,1377000000.0,3748000000.0,2666000000.0
Selling General Administrative,,,,
Gross Profit,12206000000.0,11484000000.0,11576000000.0,10717000000.0
Ebit,5844000000.0,5442000000.0,5721000000.0,5362000000.0
Operating Income,5844000000.0,5442000000.0,5721000000.0,5362000000.0
Other Operating Expenses,1389000000.0,1337000000.0,1307000000.0,1281000000.0
Interest Expense,-2280000000.0,-2162000000.0,-2204000000.0,-2094000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,192000000.0,-236000000.0,519000000.0,448000000.0
Total Revenue,24677000000.0,23453000000.0,24658000000.0,24116000000.0
Total Operating Expenses,18833000000.0,18011000000.0,18937000000.0,18754000000.0
Cost Of Revenue,12471000000.0,11969000000.0,13082000000.0,13399000000.0
Total Other Income Expense Net,-2080000000.0,-4603000000.0,-1624000000.0,-2289000000.0
Discontinued Operations,7000000.0,7000000.0,-7000000.0,19000000.0
Net Income From Continuing Ops,3572000000.0,1075000000.0,3578000000.0,2625000000.0
Net Income Applicable To Common Shares,3798000000.0,1269000000.0,3687000000.0,2661000000.0
