,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,7235000000.0,6012000000.0,7559000000.0,7487000000.0
Minority Interest,680000000.0,248000000.0,219000000.0,185000000.0
Net Income,5542000000.0,4779000000.0,6143000000.0,6765000000.0
Selling General Administrative,3525000000.0,3814000000.0,4866000000.0,4854000000.0
Gross Profit,10998000000.0,10468000000.0,12370000000.0,12756000000.0
Ebit,7473000000.0,6654000000.0,7504000000.0,7902000000.0
Operating Income,7473000000.0,6654000000.0,7504000000.0,7902000000.0
Other Operating Expenses,,,,
Interest Expense,-359000000.0,-377000000.0,-376000000.0,-367000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1625000000.0,1147000000.0,1329000000.0,659000000.0
Total Revenue,34392000000.0,32637000000.0,36709000000.0,41802000000.0
Total Operating Expenses,26919000000.0,25983000000.0,29205000000.0,33900000000.0
Cost Of Revenue,23394000000.0,22169000000.0,24339000000.0,29046000000.0
Total Other Income Expense Net,-238000000.0,-642000000.0,55000000.0,-415000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5610000000.0,4865000000.0,6230000000.0,6828000000.0
Net Income Applicable To Common Shares,5542000000.0,4779000000.0,6143000000.0,6765000000.0
