,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1204000000.0,1139000000.0,1174000000.0,1113000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1077000000.0,-80000000.0,687000000.0,1422000000.0
Minority Interest,,,,
Net Income,1041000000.0,-82000000.0,4700000000.0,1671000000.0
Selling General Administrative,4287000000.0,3736000000.0,3928000000.0,3557000000.0
Gross Profit,8241000000.0,6793000000.0,7632000000.0,6993000000.0
Ebit,2009000000.0,1129000000.0,1831000000.0,1724000000.0
Operating Income,2009000000.0,1129000000.0,1831000000.0,1724000000.0
Other Operating Expenses,,,,
Interest Expense,-341000000.0,-361000000.0,-473000000.0,-241000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,36000000.0,2000000.0,-4013000000.0,-249000000.0
Total Revenue,11888000000.0,9913000000.0,10735000000.0,9823000000.0
Total Operating Expenses,9879000000.0,8784000000.0,8904000000.0,8099000000.0
Cost Of Revenue,3647000000.0,3120000000.0,3103000000.0,2830000000.0
Total Other Income Expense Net,-932000000.0,-1209000000.0,-1144000000.0,-302000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1041000000.0,-82000000.0,4700000000.0,1671000000.0
Net Income Applicable To Common Shares,986000000.0,-115000000.0,4700000000.0,1671000000.0
