,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1497600000.0,1428100000.0,1258500000.0,1229100000.0
Minority Interest,200100000.0,192800000.0,141200000.0,53800000.0
Net Income,1300300000.0,1199900000.0,1134000000.0,1059300000.0
Selling General Administrative,-68600000.0,-35500000.0,-30100000.0,-18900000.0
Gross Profit,3003100000.0,2895700000.0,2665600000.0,2518200000.0
Ebit,1787100000.0,1747300000.0,1567600000.0,1494400000.0
Operating Income,1787100000.0,1747300000.0,1567600000.0,1494400000.0
Other Operating Expenses,210300000.0,208000000.0,201800000.0,196900000.0
Interest Expense,-472300000.0,-494900000.0,-502700000.0,-446300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,200300000.0,227900000.0,125000000.0,169800000.0
Total Revenue,8316000000.0,7241700000.0,7523100000.0,7679500000.0
Total Operating Expenses,6528900000.0,5494400000.0,5955500000.0,6185100000.0
Cost Of Revenue,5312900000.0,4346000000.0,4857500000.0,5161300000.0
Total Other Income Expense Net,-289500000.0,-319200000.0,-309100000.0,-265300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1297300000.0,1200200000.0,1133500000.0,1059300000.0
Net Income Applicable To Common Shares,1300300000.0,1199900000.0,1134000000.0,1059300000.0
