,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3351000000.0,3530000000.0,4603000000.0,3917000000.0
Minority Interest,,,,
Net Income,3024000000.0,3064000000.0,3468000000.0,2888000000.0
Selling General Administrative,19169000000.0,17212000000.0,13519000000.0,12965000000.0
Gross Profit,45546000000.0,40783000000.0,26477000000.0,24956000000.0
Ebit,9994000000.0,9420000000.0,6342000000.0,5505000000.0
Operating Income,9994000000.0,9420000000.0,6342000000.0,5505000000.0
Other Operating Expenses,,,,
Interest Expense,-3362000000.0,-2730000000.0,-1135000000.0,-1357000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,327000000.0,786000000.0,1135000000.0,1029000000.0
Total Revenue,80118000000.0,68397000000.0,44998000000.0,43310000000.0
Total Operating Expenses,70124000000.0,58977000000.0,38656000000.0,37805000000.0
Cost Of Revenue,34572000000.0,27614000000.0,18521000000.0,18354000000.0
Total Other Income Expense Net,-6643000000.0,-5890000000.0,-1739000000.0,-1588000000.0
Discontinued Operations,,320000000.0,320000000.0,320000000.0
Net Income From Continuing Ops,3024000000.0,2744000000.0,3468000000.0,2888000000.0
Net Income Applicable To Common Shares,3024000000.0,3064000000.0,3468000000.0,2888000000.0
