,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,823000000.0,809000000.0,764000000.0,774000000.0
Minority Interest,557000000.0,581000000.0,37000000.0,37000000.0
Net Income,1353000000.0,755000000.0,680000000.0,657000000.0
Selling General Administrative,-165000000.0,-118000000.0,-91000000.0,-90000000.0
Gross Profit,2646000000.0,2630000000.0,2435000000.0,2398000000.0
Ebit,1308000000.0,1348000000.0,1206000000.0,1252000000.0
Operating Income,1308000000.0,1348000000.0,1206000000.0,1252000000.0
Other Operating Expenses,389000000.0,357000000.0,331000000.0,303000000.0
Interest Expense,-503000000.0,-507000000.0,-464000000.0,-461000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,95000000.0,115000000.0,131000000.0,115000000.0
Total Revenue,7329000000.0,6418000000.0,6624000000.0,6873000000.0
Total Operating Expenses,6021000000.0,5070000000.0,5418000000.0,5621000000.0
Cost Of Revenue,4683000000.0,3788000000.0,4189000000.0,4475000000.0
Total Other Income Expense Net,-485000000.0,-539000000.0,-442000000.0,-478000000.0
Discontinued Operations,602000000.0,58000000.0,49000000.0,49000000.0
Net Income From Continuing Ops,728000000.0,694000000.0,633000000.0,659000000.0
Net Income Applicable To Common Shares,1348000000.0,755000000.0,680000000.0,657000000.0
