,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1282905000.0,704802000.0,852920000.0,812094000.0
Minority Interest,14719000.0,14995000.0,43403000.0,41947000.0
Net Income,1022490000.0,530670000.0,681944000.0,640749000.0
Selling General Administrative,44051000.0,44291000.0,44107000.0,45778000.0
Gross Profit,4029355000.0,3245731000.0,3368411000.0,3352500000.0
Ebit,1415881000.0,864142000.0,975614000.0,942212000.0
Operating Income,1415881000.0,864142000.0,975614000.0,942212000.0
Other Operating Expenses,2569423000.0,2337298000.0,2348690000.0,2364510000.0
Interest Expense,-147180000.0,-150537000.0,-153409000.0,-157185000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,251890000.0,171817000.0,168935000.0,163028000.0
Total Revenue,9455466000.0,8098925000.0,7902196000.0,7691651000.0
Total Operating Expenses,8039585000.0,7234783000.0,6926582000.0,6749439000.0
Cost Of Revenue,5426111000.0,4853194000.0,4533785000.0,4339151000.0
Total Other Income Expense Net,-132976000.0,-159340000.0,-122694000.0,-130118000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1031015000.0,532985000.0,683985000.0,649066000.0
Net Income Applicable To Common Shares,1022490000.0,530670000.0,681944000.0,640749000.0
