,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1289993000.0,584374000.0,749545000.0,1049201000.0
Minority Interest,6791000.0,6842000.0,6607000.0,6245000.0
Net Income,1033159000.0,515595000.0,744211000.0,861704000.0
Selling General Administrative,1928482000.0,1768221000.0,1835949000.0,1711157000.0
Gross Profit,3288830000.0,2533073000.0,2764345000.0,2885133000.0
Ebit,1360348000.0,764852000.0,928396000.0,1173976000.0
Operating Income,1360348000.0,764852000.0,928396000.0,1173976000.0
Other Operating Expenses,,,,
Interest Expense,-57252000.0,-52379000.0,-41272000.0,-38827000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,256445000.0,68647000.0,4974000.0,184346000.0
Total Revenue,11200613000.0,9552197000.0,9970672000.0,9983634000.0
Total Operating Expenses,9840265000.0,8787345000.0,9042276000.0,8809658000.0
Cost Of Revenue,7911783000.0,7019124000.0,7206327000.0,7098501000.0
Total Other Income Expense Net,-70355000.0,-180478000.0,-178851000.0,-124775000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1033548000.0,515727000.0,744571000.0,864855000.0
Net Income Applicable To Common Shares,1033159000.0,515595000.0,744211000.0,857812000.0
