,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,789000000.0,964000000.0,1265000000.0,1196000000.0
Minority Interest,314000000.0,296000000.0,138000000.0,119000000.0
Net Income,537000000.0,500000000.0,746000000.0,931000000.0
Selling General Administrative,1415000000.0,944000000.0,900000000.0,936000000.0
Gross Profit,2855000000.0,1910000000.0,2101000000.0,2230000000.0
Ebit,1449000000.0,970000000.0,1203000000.0,1298000000.0
Operating Income,1449000000.0,970000000.0,1203000000.0,1298000000.0
Other Operating Expenses,-9000000.0,-4000000.0,-2000000.0,-4000000.0
Interest Expense,-85000000.0,-73000000.0,-55000000.0,-59000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,150000000.0,397000000.0,468000000.0,211000000.0
Total Revenue,14838000000.0,10165000000.0,10168000000.0,10530000000.0
Total Operating Expenses,13389000000.0,9195000000.0,8965000000.0,9232000000.0
Cost Of Revenue,11983000000.0,8255000000.0,8067000000.0,8300000000.0
Total Other Income Expense Net,-660000000.0,-6000000.0,62000000.0,-102000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,639000000.0,567000000.0,797000000.0,985000000.0
Net Income Applicable To Common Shares,537000000.0,500000000.0,746000000.0,931000000.0
