,2022-02-28,2021-02-28,2020-02-29,2019-02-28
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,310400000.0,2542900000.0,-945200000.0,4145000000.0
Minority Interest,315900000.0,330200000.0,342500000.0,286200000.0
Net Income,-40400000.0,1998000000.0,-11800000.0,3435900000.0
Selling General Administrative,1701000000.0,1632500000.0,1564900000.0,1482100000.0
Gross Profit,4711000000.0,4574300000.0,4285500000.0,4103400000.0
Ebit,3010000000.0,2941800000.0,2720600000.0,2631400000.0
Operating Income,3010000000.0,2941800000.0,2720600000.0,2631400000.0
Other Operating Expenses,,-5000000.0,-18700000.0,-10100000.0
Interest Expense,-356400000.0,-385700000.0,-428700000.0,-367100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,309400000.0,511100000.0,-966600000.0,685900000.0
Total Revenue,8820700000.0,8614900000.0,8343500000.0,8116000000.0
Total Operating Expenses,5810700000.0,5673100000.0,5622900000.0,5484600000.0
Cost Of Revenue,4109700000.0,4040600000.0,4058000000.0,4012600000.0
Total Other Income Expense Net,-2699600000.0,-398900000.0,-3665800000.0,1513600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1000000.0,2031800000.0,21400000.0,3459100000.0
Net Income Applicable To Common Shares,-40400000.0,1998000000.0,-11800000.0,3435900000.0
