,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-1269000000.0,-1606000000.0,125000000.0,135000000.0
Minority Interest,61000000.0,18000000.0,18000000.0,18000000.0
Net Income,-1019000000.0,-1757000000.0,81000000.0,95000000.0
Selling General Administrative,2091000000.0,1097000000.0,569000000.0,427000000.0
Gross Profit,4924000000.0,1782000000.0,1239000000.0,925000000.0
Ebit,1707000000.0,102000000.0,448000000.0,341000000.0
Operating Income,1707000000.0,102000000.0,448000000.0,341000000.0
Other Operating Expenses,,,,
Interest Expense,-2295000000.0,-1202000000.0,-286000000.0,-172000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-283000000.0,132000000.0,44000000.0,40000000.0
Total Revenue,9571000000.0,3628000000.0,2528000000.0,2056000000.0
Total Operating Expenses,7864000000.0,3526000000.0,2080000000.0,1715000000.0
Cost Of Revenue,4647000000.0,1846000000.0,1289000000.0,1131000000.0
Total Other Income Expense Net,-2976000000.0,-1708000000.0,-323000000.0,-206000000.0
Discontinued Operations,-30000000.0,-20000000.0,-20000000.0,-20000000.0
Net Income From Continuing Ops,-986000000.0,-1738000000.0,81000000.0,95000000.0
Net Income Applicable To Common Shares,-1019000000.0,-1757000000.0,81000000.0,95000000.0
