,2021-05-31,2020-05-31,2019-05-31,2018-05-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,6674000000.0,1669000000.0,655000000.0,4353000000.0
Minority Interest,,,,
Net Income,5231000000.0,1286000000.0,540000000.0,4572000000.0
Selling General Administrative,428000000.0,427000000.0,468000000.0,442000000.0
Gross Profit,23730000000.0,16837000000.0,14929000000.0,18005000000.0
Ebit,7956000000.0,2730000000.0,1581000000.0,5460000000.0
Operating Income,7956000000.0,2730000000.0,1581000000.0,5460000000.0
Other Operating Expenses,11981000000.0,10065000000.0,9527000000.0,9008000000.0
Interest Expense,-741000000.0,-672000000.0,-588000000.0,-558000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1443000000.0,383000000.0,115000000.0,-219000000.0
Total Revenue,83959000000.0,69217000000.0,69693000000.0,65450000000.0
Total Operating Expenses,76003000000.0,66487000000.0,68112000000.0,59990000000.0
Cost Of Revenue,60229000000.0,52380000000.0,54764000000.0,47445000000.0
Total Other Income Expense Net,-1282000000.0,-1061000000.0,-926000000.0,-1107000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5231000000.0,1286000000.0,540000000.0,4572000000.0
Net Income Applicable To Common Shares,5231000000.0,1284000000.0,539000000.0,4566000000.0
