,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,999772000.0,666025000.0,680895000.0,640818000.0
Minority Interest,,,,
Net Income,760806000.0,506035000.0,516320000.0,489585000.0
Selling General Administrative,360668000.0,314565000.0,311784000.0,292676000.0
Gross Profit,2022753000.0,1621690000.0,1664290000.0,1460670000.0
Ebit,1045530000.0,725419000.0,798025000.0,681021000.0
Operating Income,1045530000.0,725419000.0,798025000.0,681021000.0
Other Operating Expenses,59462000.0,54331000.0,55336000.0,51080000.0
Interest Expense,-46251000.0,-47580000.0,-54684000.0,-40427000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,238966000.0,159990000.0,164575000.0,151233000.0
Total Revenue,12168302000.0,9636573000.0,9165258000.0,8614874000.0
Total Operating Expenses,11122772000.0,8911154000.0,8367233000.0,7933853000.0
Cost Of Revenue,10145549000.0,8014883000.0,7500968000.0,7154204000.0
Total Other Income Expense Net,-45758000.0,-59394000.0,-117130000.0,-40203000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,760806000.0,506035000.0,516320000.0,489585000.0
Net Income Applicable To Common Shares,760806000.0,506035000.0,516320000.0,489585000.0
