,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3994600000.0,3242200000.0,2927300000.0,2384600000.0
Minority Interest,1231000000.0,1561700000.0,1121000000.0,740300000.0
Net Income,3082900000.0,2372700000.0,2131300000.0,1837500000.0
Selling General Administrative,936800000.0,844600000.0,846000000.0,779500000.0
Gross Profit,4678700000.0,3590300000.0,3233000000.0,3125700000.0
Ebit,3741900000.0,2745700000.0,2387000000.0,2346200000.0
Operating Income,3741900000.0,2745700000.0,2387000000.0,2346200000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,896100000.0,718900000.0,678400000.0,615900000.0
Total Revenue,7671900000.0,6206700000.0,5617900000.0,5372600000.0
Total Operating Expenses,3930000000.0,3461000000.0,3230900000.0,3026400000.0
Cost Of Revenue,2993200000.0,2616400000.0,2384900000.0,2246900000.0
Total Other Income Expense Net,252700000.0,496500000.0,540300000.0,38400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3098500000.0,2523300000.0,2248900000.0,1768700000.0
Net Income Applicable To Common Shares,3002400000.0,2307400000.0,2076000000.0,1793900000.0
