,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2692000000.0,1011000000.0,1046000000.0,851000000.0
Minority Interest,48000000.0,112000000.0,120000000.0,145000000.0
Net Income,4222000000.0,996000000.0,1044000000.0,695000000.0
Selling General Administrative,226000000.0,235000000.0,244000000.0,243000000.0
Gross Profit,4048000000.0,3762000000.0,3675000000.0,3670000000.0
Ebit,1725000000.0,1397000000.0,1301000000.0,1291000000.0
Operating Income,1725000000.0,1397000000.0,1301000000.0,1291000000.0
Other Operating Expenses,1447000000.0,1397000000.0,1403000000.0,1394000000.0
Interest Expense,-211000000.0,-244000000.0,-234000000.0,-208000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,536000000.0,249000000.0,197000000.0,136000000.0
Total Revenue,8998000000.0,8615000000.0,8370000000.0,8513000000.0
Total Operating Expenses,7273000000.0,7218000000.0,7069000000.0,7222000000.0
Cost Of Revenue,4950000000.0,4853000000.0,4695000000.0,4843000000.0
Total Other Income Expense Net,967000000.0,-386000000.0,-255000000.0,-440000000.0
Discontinued Operations,2080000000.0,258000000.0,224000000.0,224000000.0
Net Income From Continuing Ops,2156000000.0,762000000.0,849000000.0,715000000.0
Net Income Applicable To Common Shares,4222000000.0,996000000.0,1044000000.0,695000000.0
