,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3171000000.0,2899000000.0,2712000000.0,3101000000.0
Minority Interest,,,,
Net Income,2693000000.0,2420000000.0,2242000000.0,2593000000.0
Selling General Administrative,6735000000.0,6433000000.0,6480000000.0,6419000000.0
Gross Profit,12060000000.0,11615000000.0,11746000000.0,12116000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,3478000000.0,3316000000.0,3135000000.0,3651000000.0
Other Operating Expenses,1847000000.0,1866000000.0,2131000000.0,2046000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,478000000.0,479000000.0,470000000.0,508000000.0
Total Revenue,12060000000.0,11615000000.0,11746000000.0,12116000000.0
Total Operating Expenses,8582000000.0,8299000000.0,8611000000.0,8465000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-307000000.0,-417000000.0,-423000000.0,-550000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2693000000.0,2420000000.0,2242000000.0,2593000000.0
Net Income Applicable To Common Shares,2572000000.0,2257000000.0,2009000000.0,2404000000.0
